date,symbol,price,volume,returns,volatility
2023-01-01,SPY,100.03242245340147,4835517,0.02072973461785124,0.012768073183876738
2023-01-02,SPY,100.00429499714338,3353433,0.0035089078238540196,0.02968368234029963
2023-01-03,SPY,100.04763173873754,1325673,-0.0008395891778205824,0.01997328503691326
2023-01-04,SPY,100.06019034665837,4589175,-0.03492924791804255,0.012767591960871592
2023-01-05,SPY,100.04281064399957,2175565,0.002653220747090146,0.026709086776265142
2023-01-06,SPY,100.05767428311903,1582411,0.03927351869383166,0.018926218587032837
2023-01-07,SPY,100.03691834492292,1789474,0.011050598411189284,0.01468889203298451
2023-01-08,SPY,100.05061748732395,2855126,0.018573392606758218,0.015449835216684044
2023-01-09,SPY,100.0486186322984,1537222,0.004479319409419066,0.015866391351022625
2023-01-10,SPY,100.04144240424682,3545756,-0.014077634339234289,0.022979170516129282
2023-01-11,SPY,100.036392677744,4779234,-0.03081610981832585,0.010618498160659386
2023-01-12,SPY,100.07420694055054,3948869,-0.015155537129984189,0.01169492686452878
2023-01-13,SPY,100.1102410379918,2585475,0.0012988422846083036,0.02456398908376548
2023-01-14,SPY,100.11963078673008,2097575,-0.00813696500518033,0.021674004229861408
2023-01-15,SPY,100.0681889260292,4716241,-0.0036569879547767555,0.022894097295078963
2023-01-16,SPY,100.03215700874023,1539702,-0.014338862183010639,0.013684998678417179
2023-01-17,SPY,100.00934742497932,2249628,0.018307086583578873,0.022646391214682957
2023-01-18,SPY,100.02412070446287,671884,-0.017640172156517933,0.027773445292839753
2023-01-19,SPY,100.03537085699521,2352666,-0.01812210962243545,0.014528931492350732
2023-01-20,SPY,100.03916887450738,3291817,0.01581063195936516,0.014884676515829025
2023-01-21,SPY,100.05243912240643,2241967,0.05397931540085359,0.027635249893795753
2023-01-22,SPY,100.03395447687176,664904,0.019748514992989942,0.015171641109058394
2023-01-23,SPY,100.07445068870736,3352404,0.031483030312283285,0.015006574814677475
2023-01-24,SPY,100.0672256573468,2653659,0.010280366863731148,0.0203752913491747
2023-01-25,SPY,100.06083157067417,3781999,0.04218456927066875,0.011766091150404764
2023-01-26,SPY,100.08426994532154,1596293,-0.021758224535289316,0.01024689007607447
2023-01-27,SPY,100.0922721530905,2118633,-0.003346667597854212,0.018220253766256203
2023-01-28,SPY,100.10395051046555,842603,-0.04511649409044448,0.02008213948660304
2023-01-29,SPY,100.13005054363192,4033079,0.00918711428814035,0.012789734618798999
2023-01-30,SPY,100.13432225746827,4773245,0.03223049768672411,0.017155107217371707
2023-01-31,SPY,100.12347415745933,1269366,-0.020933164359065944,0.012709664330177948
2023-02-01,SPY,100.10258852753581,907489,0.013598322751117423,0.01726523726062274
2023-02-02,SPY,100.11323020041026,4611754,0.013063824773950848,0.021747817376148875
