date,ticker,price,volume
2024-01-01,AAPL,151.46605502729756,7168048
2024-01-02,AAPL,151.51054557670966,9126794
2024-01-03,AAPL,151.53940942099058,7175028
2024-01-04,AAPL,150.87852648596763,2493802
2024-01-05,AAPL,149.66975080369753,4859573
2024-01-06,AAPL,150.32940109075474,3807649
2024-01-07,AAPL,148.87191168712437,6435377
2024-01-08,AAPL,148.60514435733756,8449196
2024-01-09,AAPL,150.98900287349653,5725584
2024-01-10,AAPL,150.9086520076038,9154306
2024-01-11,AAPL,151.2972858819564,7315031
2024-01-12,AAPL,150.9067709647558,4927152
2024-01-13,AAPL,150.39688634040482,7802001
2024-01-14,AAPL,149.05048082465015,8686936
2024-01-15,AAPL,149.8127621439361,5569485
2024-01-16,AAPL,151.3242162457097,6971435
2024-01-17,AAPL,151.3236742146567,2813747
2024-01-18,AAPL,151.9144399783044,2187887
2024-01-19,AAPL,151.91383010896396,7427033
2024-01-20,AAPL,151.88484883862805,7324888
2024-01-21,AAPL,151.5345357559314,5343702
2024-01-22,AAPL,151.39554807302275,2773460
2024-01-23,AAPL,151.15795257173662,1700364
2024-01-24,AAPL,150.6550052750744,1466558
2024-01-25,AAPL,149.77427596500348,3560669
2024-01-26,AAPL,147.976837258421,2822380
2024-01-27,AAPL,149.75143182206367,9964828
2024-01-28,AAPL,151.16320445100814,1320422
2024-01-29,AAPL,151.08330916997113,5042457
2024-01-30,AAPL,151.33108940482694,4582297
2024-01-31,AAPL,152.24782768473236,2402720
2024-02-01,AAPL,153.41613270996245,1086627
2024-02-02,AAPL,151.85293236929022,2884440
2024-02-03,AAPL,152.94845228040245,4890239
2024-02-04,AAPL,153.13982490542745,4843539
2024-02-05,AAPL,151.93281512466208,7815673
2024-02-06,AAPL,152.96240855114968,2735774
2024-02-07,AAPL,152.41322825865655,3354951
2024-02-08,AAPL,152.57001876879585,8747765
2024-02-09,AAPL,151.3208617620935,1420680
2024-02-10,AAPL,149.34783788114754,6435740
2024-02-11,AAPL,147.8763332454555,3858967
2024-02-12,AAPL,149.87264896451697,7696768
2024-02-13,AAPL,148.74864137069773,1030098
2024-02-14,AAPL,149.41164788949078,7902132
2024-02-15,AAPL,149.80442571076787,1168245
2024-02-16,AAPL,148.67019613378105,2152787
2024-02-17,AAPL,146.6726792793683,7517990
2024-02-18,AAPL,145.41274630439116,1357916
2024-02-19,AAPL,146.524106358074,8449252
2024-02-20,AAPL,147.21831725451065,1851838
2024-02-21,AAPL,146.42852303956434,6106030
2024-02-22,AAPL,147.32563883783502,3009618
2024-02-23,AAPL,146.20223440821016,2712385
2024-02-24,AAPL,146.76127024417823,2373486
2024-02-25,AAPL,147.53457295236907,7848072
2024-02-26,AAPL,147.15390513984318,5244867
2024-02-27,AAPL,147.40611010309402,3223077
2024-02-28,AAPL,147.50854131339366,8847484
2024-02-29,AAPL,148.38393813212312,8722260
2024-03-01,AAPL,147.82333157005235,1061929
2024-03-02,AAPL,148.21566368984756,7219475
2024-03-03,AAPL,147.90815917539544,9385605
2024-03-04,AAPL,147.86813797834523,8424774
2024-03-05,AAPL,150.02894997909013,8789987
2024-03-06,AAPL,149.8346260888151,7114976
2024-03-07,AAPL,149.34463718407972,5673489
2024-03-08,AAPL,148.97667424567626,3293281
2024-03-09,AAPL,149.08613265629089,5217537
2024-03-10,AAPL,149.00096603119795,7839752
2024-03-11,AAPL,149.93252072852474,3853940
2024-03-12,AAPL,149.69036396443693,2379947
2024-03-13,AAPL,149.6001203614955,6659092
2024-03-14,AAPL,149.9226283025956,7590616
2024-03-15,AAPL,148.93726541699908,4570721
2024-03-16,AAPL,148.45452526261624,9475224
2024-03-17,AAPL,149.6034065529173,9684807
2024-03-18,AAPL,149.34517839173907,3363683
2024-03-19,AAPL,151.43308690850589,1616703
2024-03-20,AAPL,152.2536180967618,4681786
2024-03-21,AAPL,152.71939246939166,1419770
2024-03-22,AAPL,152.73568406350344,4070913
2024-03-23,AAPL,150.75755336071452,2657664
2024-03-24,AAPL,150.32756870071108,5156256
2024-03-25,AAPL,150.97012226268708,6452216
2024-03-26,AAPL,150.9325209049522,9099041
2024-03-27,AAPL,149.18875242763926,5142586
2024-03-28,AAPL,149.65194136245094,8842479
2024-03-29,AAPL,148.56491008067937,4455486
2024-03-30,AAPL,148.7327559719313,4416262
2024-03-31,AAPL,148.21551111721004,9249400
2024-04-01,AAPL,149.0996756569074,3573111
2024-04-02,AAPL,149.01480549132253,8003512
2024-04-03,AAPL,148.6572837297209,5780292
2024-04-04,AAPL,149.14619785792917,8489117
2024-04-05,AAPL,148.19573026463303,6641206
2024-04-06,AAPL,146.79000553691714,5372526
2024-04-07,AAPL,145.3680655085109,1166790
2024-04-08,AAPL,144.15957272894684,3256583
2024-04-09,AAPL,145.36077581577166,2098595
