col1,col2,score,years_experience,rating,city,department,education,optional_field
40.960569836134795,111244.34299681778,,8.0,2.071006662158166,San Francisco,Finance,High School,
33.340828385945784,76092.64928379758,,12.0,3.28759587064148,Chicago,HR,,
53.2763582768963,21643.28617258559,0.094253560316938,8.0,4.502226617398425,San Francisco,Marketing,Master,
32.19015950331997,63486.251580194505,0.4118445340829866,11.0,4.503735701781299,Chicago,Engineering,Master,
32.19035651660983,49751.12265876217,0.5157009792685964,9.0,1.7042681441506304,New York,Marketing,Bachelor,
53.9505537860887,74321.42714606387,,9.0,2.0596287739912804,New York,Sales,Master,
29.366307368780575,84089.93604356895,0.161155555953651,12.0,4.11387335966074,Chicago,Engineering,Bachelor,
29.438987686250453,104184.14657239712,0.2474761658633007,11.0,3.226782683283413,San Francisco,Finance,Bachelor,
29.41124295715692,42534.87827963345,,9.0,1.991502289295803,Chicago,Sales,,
37.90354725879241,191034.3813887249,0.4722249959604593,5.0,1.973782536114979,New York,Marketing,Master,
12.040637064106424,20923.950641134077,0.2190395136759253,2.0,4.96290022099042,Boston,Finance,Bachelor,
14.300986009843609,145622.2243018366,,6.0,4.02711922791415,Chicago,Engineering,Master,
28.252549649108328,42545.46835863439,,6.0,4.347757433164201,Austin,Engineering,High School,
22.846026555986914,21565.834323430492,,6.0,3.2879307413760506,Austin,Sales,Master,
38.77096799114329,24658.854718498125,0.5758311543371692,8.0,4.484057149574997,New York,Finance,Bachelor,
24.103711093745467,28105.544624202055,0.1747889880746775,7.0,3.5819621566654116,San Francisco,HR,Master,
32.29068439416157,22949.23764488448,0.4457504855829945,8.0,3.38127818313158,Chicago,HR,Bachelor,
35.81033845625509,35614.79164498,,,3.760525391747569,Boston,Marketing,Master,
17.903021765438517,201554.74017800973,0.1247787246488094,8.0,2.571749220111226,,Marketing,Master,
28.467407305697808,144644.53604727428,0.4135696874278296,7.0,4.518831929616213,Austin,Engineering,Bachelor,
36.33107107651839,51485.677220040525,0.0855221607194543,12.0,4.9192126524166175,Boston,HR,PhD,
21.18807707093237,37436.5501356987,0.102384952851844,8.0,2.9750779654906463,Chicago,Marketing,Master,
39.508376220148065,39975.620563623066,0.2285050887405005,6.0,2.5625626192173563,New York,Finance,Bachelor,
31.49967500248068,16022.767329036837,0.3510850322437097,7.0,4.410946982927726,New York,Finance,Master,
27.779520653247236,29557.676527495387,,8.0,3.5818737020726705,Austin,Finance,Master,
57.227338214107256,9557.990076505552,0.0536995154899485,9.0,1.1790894900723805,Austin,HR,Master,
34.83803330314479,49980.01467889224,0.3806987361056626,7.0,3.1686796417828593,Chicago,Finance,Bachelor,
22.3074688525292,60946.80733079839,,7.0,1.0692004909638793,,HR,Master,
44.870538945238266,24672.655143988795,0.3066911814390244,6.0,4.114141484013622,New York,Engineering,High School,
37.50636314005706,13621.265219126908,0.4761145443707208,10.0,2.8880299284693174,Chicago,Finance,Bachelor,
11.483958513442694,11254.238540499227,0.2554704259647891,10.0,4.194712423630528,Boston,Finance,PhD,
19.061767413218835,43458.48766340625,,7.0,1.1857952691430462,Chicago,Finance,Bachelor,
37.36233483042948,83924.98491376826,0.154006662960799,10.0,1.6341661423664418,Austin,Engineering,Bachelor,
37.05641937427965,25157.02824840102,0.4483454588827538,8.0,1.9197006541822423,Chicago,Engineering,Bachelor,
33.612220611341115,86072.45037044729,0.1099758633977806,7.0,2.3516057031002524,San Francisco,Finance,Master,
31.386755652928535,35213.796273973094,0.2998031027074426,7.0,4.99269895156986,Boston,Marketing,Bachelor,
26.361869499263495,73638.84493931948,0.0670542699936395,9.0,4.535607259840434,San Francisco,Sales,Master,
47.68546671462699,10289.57241394866,0.0616375155621336,10.0,2.3637435212567826,New York,Finance,Bachelor,
39.12341947482154,118329.96088035849,0.2669105924136806,7.0,2.188307831185891,San Francisco,HR,Master,
13.843518135647193,109543.06989935329,0.0146819331277921,4.0,1.9362499702882996,New York,Sales,Master,
26.876935996328495,53918.24242213059,0.0555877186492738,6.0,1.9446879299315092,New York,Sales,Master,
