col1,col2,score,years_experience,rating,city,department,education,optional_field
40.960569836134795,111244.34299681778,,8.0,2.0710066621581666,San Francisco,Finance,High School,
33.340828385945784,76092.64928379758,,12.0,3.28759587064148,Chicago,HR,,
,38089.89473703976,0.2761974130074415,10.0,4.858742225787367,Chicago,HR,Bachelor,
53.2763582768963,21643.28617258559,0.09425356031693806,8.0,4.502226617398425,San Francisco,Marketing,Master,
32.19015950331997,63486.251580194505,0.4118445340829866,11.0,4.503735701781299,Chicago,Engineering,Master,
32.19035651660983,49751.12265876217,0.5157009792685964,9.0,1.7042681441506304,New York,Marketing,Bachelor,
53.9505537860887,74321.42714606387,,9.0,2.0596287739912804,New York,Sales,Master,
,60363.351791133384,0.27170217319000567,7.0,1.3055732671812228,San Francisco,HR,PhD,
29.366307368780575,84089.93604356895,0.16115555595365105,12.0,4.11387335966074,Chicago,Engineering,Bachelor,
41.51072052303157,,,4.0,1.2792652059422478,Boston,Marketing,Master,100.15005948963376
29.438987686250453,104184.14657239712,0.24747616586330073,11.0,3.226782683283413,San Francisco,Finance,Bachelor,
29.41124295715692,42534.87827963345,,9.0,1.991502289295803,Chicago,Sales,,
37.90354725879241,191034.3813887249,0.47222499596045936,5.0,1.973782536114979,New York,Marketing,Master,
12.040637064106425,20923.950641134077,0.21903951367592533,2.0,4.96290022099042,Boston,Finance,Bachelor,
14.300986009843607,145622.2243018366,,6.0,4.02711922791415,Chicago,Engineering,Master,
28.252549649108328,42545.46835863439,,6.0,4.347757433164201,Austin,Engineering,High School,
22.846026555986914,21565.834323430492,,6.0,3.2879307413760506,Austin,Sales,Master,
38.77096799114329,24658.854718498125,0.5758311543371692,8.0,4.484057149574997,New York,Finance,Bachelor,
24.103711093745467,28105.544624202055,0.17478898807467755,7.0,3.5819621566654116,San Francisco,HR,Master,
,50987.34568634646,,7.0,4.784694819185381,Boston,Engineering,Master,
,55175.17431484393,0.23996872315505716,6.0,2.125354344182547,New York,HR,Bachelor,
32.29068439416157,22949.23764488448,0.4457504855829945,8.0,3.38127818313158,Chicago,HR,Bachelor,
35.81033845625509,35614.79164498,,,3.7605253917475685,Boston,Marketing,Master,
17.903021765438517,201554.74017800973,0.12477872464880943,8.0,2.5717492201112266,,Marketing,Master,
28.467407305697808,144644.53604727428,0.4135696874278296,7.0,4.518831929616213,Austin,Engineering,Bachelor,
36.33107107651839,51485.677220040525,0.0855221607194543,12.0,4.9192126524166175,Boston,HR,PhD,
21.188077070932366,37436.5501356987,0.10238495285184403,8.0,2.9750779654906463,Chicago,Marketing,Master,
39.508376220148065,39975.620563623066,0.22850508874050057,6.0,2.5625626192173563,New York,Finance,Bachelor,
,59326.67873617931,0.5466614162505907,9.0,2.8877517142258347,San Francisco,Finance,Bachelor,
31.49967500248068,16022.767329036837,0.35108503224370974,7.0,4.410946982927726,New York,Finance,Master,
27.779520653247236,29557.676527495387,,8.0,3.5818737020726705,Austin,Finance,Master,
57.227338214107256,9557.990076505552,0.05369951548994858,9.0,1.1790894900723803,Austin,HR,Master,
34.83803330314479,49980.014678892236,0.3806987361056626,7.0,3.1686796417828593,Chicago,Finance,Bachelor,
22.3074688525292,60946.80733079839,,7.0,1.0692004909638793,,HR,Master,
44.870538945238266,24672.655143988795,0.3066911814390244,6.0,4.114141484013622,New York,Engineering,High School,
,127923.71780887163,0.34303308364673246,7.0,2.313249094169855,Austin,Engineering,Bachelor,
37.50636314005706,13621.265219126908,0.47611454437072087,10.0,2.8880299284693174,Chicago,Finance,Bachelor,
11.483958513442694,11254.238540499227,0.2554704259647891,10.0,4.194712423630528,Boston,Finance,PhD,
19.061767413218835,43458.48766340625,,7.0,1.1857952691430462,Chicago,Finance,Bachelor,
37.36233483042948,83924.98491376826,0.15400666296079904,10.0,1.6341661423664418,Austin,Engineering,Bachelor,
,139684.57907778703,,6.0,2.5918415057804594,Chicago,Marketing,Bachelor,
37.05641937427965,25157.02824840102,0.44834545888275384,8.0,1.9197006541822423,Chicago,Engineering,Bachelor,
33.612220611341115,86072.45037044729,0.10997586339778063,7.0,2.3516057031002524,San Francisco,Finance,Master,
31.386755652928535,35213.796273973094,0.29980310270744265,7.0,4.99269895156986,Boston,Marketing,Bachelor,
17.257736115590873,,,8.0,4.301657750295243,Chicago,Marketing,PhD,
26.361869499263495,73638.84493931948,0.06705426999363957,9.0,4.535607259840434,San Francisco,Sales,Master,
,61197.29711458347,0.3373425781481131,9.0,4.748218534263101,New York,HR,Master,
47.68546671462699,10289.572413948661,0.06163751556213369,10.0,2.3637435212567826,New York,Finance,Bachelor,
39.12341947482154,118329.96088035847,0.2669105924136806,7.0,2.188307831185891,San Francisco,HR,Master,
13.843518135647193,109543.06989935327,0.014681933127792124,4.0,1.9362499702882996,New York,Sales,Master,
38.88900763273754,,0.09291290127017376,6.0,4.32046764523249,New York,HR,PhD,
,49843.47263767708,0.16208459011388984,7.0,3.7182074491407398,San Francisco,Finance,PhD,
26.876935996328495,53918.24242213059,0.05558771864927384,6.0,1.9446879299315092,New York,Sales,Master,
42.34011546609042,44736.232049170445,,10.0,2.5079753168418195,Austin,HR,,
47.371994269951415,23382.797394905465,0.32618555306964203,7.0,3.026847055731193,San Francisco,Engineering,PhD,
46.175361429394385,21220.040179717253,,15.0,3.1125602290950147,Chicago,Marketing,Master,
24.929389721328338,35580.632688723315,0.10991865606237472,5.0,4.554910914206859,,Sales,,
31.289451489785424,92798.26434379227,0.21718481039517945,5.0,2.5222645317888652,San Francisco,Engineering,Bachelor,
38.97516117684277,56099.38470781716,0.07822097883115157,6.0,4.634096122002049,San Francisco,Finance,High School,
46.70654152546831,26997.74260667792,,8.0,2.7654702412791585,Austin,Marketing,Bachelor,
29.24990914585652,67329.85099748448,0.5954379734962467,13.0,3.9854906991694152,Austin,Sales,,
32.772092280034194,3718.8356594252336,,8.0,4.721017279940224,New York,Marketing,,
21.72398031192766,91036.2047068639,0.10556720645550324,6.0,4.6303028158530655,Chicago,Sales,Master,
20.64552051103195,9029.289642957452,,13.0,1.2278114691827247,,Sales,Master,
44.750309868730376,27174.851485989497,,5.0,1.8228171799062793,Boston,HR,,
,14827.874259515183,0.36797659433535934,,2.9076217021291004,Boston,Marketing,,
34.13587854103599,12890.61517046558,0.159129571300425,6.0,2.726217159812429,Chicago,Marketing,Master,
47.04239477470429,91918.85260474724,0.7380869638355531,6.0,3.563566659348828,Chicago,Engineering,Master,
39.33963230057161,24980.206217518717,,7.0,4.778836203301649,Austin,Finance,Master,
27.258562944738507,,0.17097774059130702,8.0,1.4496188451117953,Chicago,Engineering,Bachelor,
39.336747266100964,34977.61403695181,0.08072398199878913,6.0,2.807434660536962,Chicago,HR,,
53.45643879759163,53190.37095059459,0.4477791997522805,9.0,1.7696441515485573,Boston,Sales,Bachelor,
34.57008753068058,38617.372263553996,0.1973516547155251,,4.5764303935917905,Chicago,HR,Bachelor,
53.77572386976807,13011.725879810838,,6.0,4.858320743206612,Chicago,HR,High School,
,80580.62021152792,0.2791904822094437,6.0,2.9148067275614005,Austin,Engineering,Master,
44.86283005250269,24464.900421480757,,6.0,1.416041190912563,Chicago,Sales,Master,
36.044564818858056,10453.94273104709,0.38880045320267814,5.0,4.141178666890693,Chicago,Finance,Master,
31.411911794409587,25783.95997635287,,7.0,3.788565401969596,New York,HR,Bachelor,
36.101129318426025,120645.02467204622,0.23935370414756976,4.0,2.418683306441242,,Finance,Master,
11.149173024789286,71695.07919015766,0.20045204994057464,12.0,4.549629895875854,New York,Sales,PhD,
32.36393734594986,27476.277979943196,,6.0,4.903327559130829,San Francisco,Sales,Bachelor,
