date,adj_close,symbol,asset_category
2023-08-21,19.559673309326172,DBA,commodities
2023-08-22,19.440237045288086,DBA,commodities
2023-08-23,19.642356872558594,DBA,commodities
2023-08-24,19.807727813720703,DBA,commodities
2023-08-25,19.862852096557617,DBA,commodities
2023-08-28,20.055782318115234,DBA,commodities
2023-08-29,20.028221130371094,DBA,commodities
2023-08-30,20.074159622192383,DBA,commodities
2023-08-31,19.973098754882812,DBA,commodities
2023-09-01,20.00984764099121,DBA,commodities
2023-09-05,20.13846778869629,DBA,commodities
2023-09-06,20.156843185424805,DBA,commodities
2023-09-07,20.120094299316406,DBA,commodities
2023-09-08,20.074159622192383,DBA,commodities
2023-09-11,20.221155166625977,DBA,commodities
2023-09-12,20.248716354370117,DBA,commodities
2023-09-13,20.31302833557129,DBA,commodities
2023-09-14,20.40489959716797,DBA,commodities
2023-09-15,20.524333953857422,DBA,commodities
2023-09-18,20.377336502075195,DBA,commodities
2023-09-19,20.460023880004883,DBA,commodities
2023-09-20,20.40489959716797,DBA,commodities
2023-09-21,20.120094299316406,DBA,commodities
2023-09-22,20.08334732055664,DBA,commodities
2023-09-25,19.98228645324707,DBA,commodities
2023-09-26,19.90878677368164,DBA,commodities
2023-09-27,19.85366439819336,DBA,commodities
2023-09-28,20.028221130371094,DBA,commodities
2023-09-29,19.669918060302734,DBA,commodities
2023-10-02,19.826101303100586,DBA,commodities
2023-10-03,19.633169174194336,DBA,commodities
2023-10-04,19.58723258972168,DBA,commodities
2023-10-05,19.697481155395508,DBA,commodities
2023-10-06,19.826101303100586,DBA,commodities
2023-10-09,19.816913604736328,DBA,commodities
2023-10-10,19.798540115356445,DBA,commodities
2023-10-11,19.669918060302734,DBA,commodities
2023-10-12,19.85366439819336,DBA,commodities
2023-10-13,19.94553565979004,DBA,commodities
2023-10-16,19.963911056518555,DBA,commodities
2023-10-17,20.08334732055664,DBA,commodities
2023-10-18,20.13846778869629,DBA,commodities
2023-10-19,20.184404373168945,DBA,commodities
2023-10-20,20.13846778869629,DBA,commodities
2023-10-23,20.147655487060547,DBA,commodities
2023-10-24,20.129281997680664,DBA,commodities
2023-10-25,20.03740882873535,DBA,commodities
2023-10-26,20.074159622192383,DBA,commodities
2023-10-27,20.257902145385742,DBA,commodities
2023-10-30,20.120094299316406,DBA,commodities
2023-10-31,20.221155166625977,DBA,commodities
2023-11-01,20.193592071533203,DBA,commodities
2023-11-02,20.43246078491211,DBA,commodities
2023-11-03,20.579456329345703,DBA,commodities
2023-11-06,20.634580612182617,DBA,commodities
2023-11-07,20.358963012695312,DBA,commodities
2023-11-08,20.450836181640625,DBA,commodities
2023-11-09,20.33139991760254,DBA,commodities
2023-11-10,20.248716354370117,DBA,commodities
2023-11-13,20.542709350585938,DBA,commodities
2023-11-14,20.441648483276367,DBA,commodities
2023-11-15,20.478397369384766,DBA,commodities
2023-11-16,20.322214126586914,DBA,commodities
2023-11-17,20.285465240478516,DBA,commodities
2023-11-20,20.340587615966797,DBA,commodities
2023-11-21,20.377336502075195,DBA,commodities
2023-11-22,20.276277542114258,DBA,commodities
2023-11-24,19.973098754882812,DBA,commodities
2023-11-27,19.835289001464844,DBA,commodities
2023-11-28,20.156843185424805,DBA,commodities
2023-11-29,20.285465240478516,DBA,commodities
2023-11-30,20.469209671020508,DBA,commodities
2023-12-01,20.2303409576416,DBA,commodities
2023-12-04,20.193592071533203,DBA,commodities
2023-12-05,20.221155166625977,DBA,commodities
2023-12-06,19.798540115356445,DBA,commodities
2023-12-07,19.9179744720459,DBA,commodities
2023-12-08,20.046594619750977,DBA,commodities
2023-12-11,19.94553565979004,DBA,commodities
2023-12-12,20.074159622192383,DBA,commodities
2023-12-13,19.954721450805664,DBA,commodities
2023-12-14,20.120094299316406,DBA,commodities
2023-12-15,20.17521858215332,DBA,commodities
2023-12-18,20.194433212280273,DBA,commodities
2023-12-19,20.242467880249023,DBA,commodities
2023-12-20,20.002286911010742,DBA,commodities
2023-12-21,19.973466873168945,DBA,commodities
2023-12-22,20.069538116455078,DBA,commodities
2023-12-26,20.156002044677734,DBA,commodities
2023-12-27,20.17521858215332,DBA,commodities
2023-12-28,20.22325325012207,DBA,commodities
2023-12-29,19.92542839050293,DBA,commodities
2024-01-02,19.87739372253418,DBA,commodities
2024-01-03,19.781320571899414,DBA,commodities
2024-01-04,19.906213760375977,DBA,commodities
2024-01-05,19.771713256835938,DBA,commodities
2024-01-08,19.7044620513916,DBA,commodities
2024-01-09,19.838964462280273,DBA,commodities
2024-01-10,19.800535202026367,DBA,commodities
2024-01-11,19.906213760375977,DBA,commodities
2024-01-12,19.800535202026367,DBA,commodities
2024-01-16,19.944644927978516,DBA,commodities
2024-01-17,19.800535202026367,DBA,commodities
2024-01-18,20.031108856201172,DBA,commodities
2024-01-19,20.184825897216797,DBA,commodities
2024-01-22,20.271289825439453,DBA,commodities
2024-01-23,20.501863479614258,DBA,commodities
2024-01-24,20.655580520629883,DBA,commodities
2024-01-25,20.559507369995117,DBA,commodities
2024-01-26,20.6075439453125,DBA,commodities
2024-01-29,20.511470794677734,DBA,commodities
2024-01-30,20.81890296936035,DBA,commodities
2024-01-31,20.780473709106445,DBA,commodities
2024-02-01,20.838117599487305,DBA,commodities
2024-02-02,20.84772491455078,DBA,commodities
2024-02-05,20.857332229614258,DBA,commodities
2024-02-06,20.914976119995117,DBA,commodities
2024-02-07,20.99183464050293,DBA,commodities
2024-02-08,21.193584442138672,DBA,commodities
2024-02-09,21.270442962646484,DBA,commodities
2024-02-12,21.183977127075195,DBA,commodities
2024-02-13,21.12633514404297,DBA,commodities
2024-02-14,21.030261993408203,DBA,commodities
2024-02-15,20.943796157836914,DBA,commodities
2024-02-16,20.838117599487305,DBA,commodities
2024-02-20,21.135942459106445,DBA,commodities
2024-02-21,21.28005027770996,DBA,commodities
2024-02-22,21.222408294677734,DBA,commodities
2024-02-23,21.289657592773438,DBA,commodities
2024-02-26,21.50101661682129,DBA,commodities
2024-02-27,21.55866241455078,DBA,commodities
2024-02-28,21.299264907836914,DBA,commodities
2024-02-29,21.30887222290039,DBA,commodities
2024-03-01,21.328088760375977,DBA,commodities
2024-03-04,21.568269729614258,DBA,commodities
2024-03-05,21.3184814453125,DBA,commodities
2024-03-06,21.472196578979492,DBA,commodities
2024-03-07,21.568269729614258,DBA,commodities
2024-03-08,21.549055099487305,DBA,commodities
2024-03-11,21.846878051757812,DBA,commodities
2024-03-12,22.09666633605957,DBA,commodities
2024-03-13,22.058237075805664,DBA,commodities
2024-03-14,22.18313217163086,DBA,commodities
2024-03-15,22.663494110107422,DBA,commodities
2024-03-18,22.788387298583984,DBA,commodities
2024-03-19,22.625064849853516,DBA,commodities
2024-03-20,22.855640411376953,DBA,commodities
2024-03-21,22.980533599853516,DBA,commodities
2024-03-22,23.134248733520508,DBA,commodities
2024-03-25,23.67225456237793,DBA,commodities
2024-03-26,23.556968688964844,DBA,commodities
2024-03-27,23.70107650756836,DBA,commodities
2024-03-28,23.78754234313965,DBA,commodities
2024-04-01,24.08536720275879,DBA,commodities
2024-04-02,23.78754234313965,DBA,commodities
2024-04-03,23.729900360107422,DBA,commodities
2024-04-04,23.825969696044922,DBA,commodities
2024-04-05,24.094974517822266,DBA,commodities
2024-04-08,23.902828216552734,DBA,commodities
2024-04-09,24.05654525756836,DBA,commodities
2024-04-10,24.26790428161621,DBA,commodities
2024-04-11,24.210262298583984,DBA,commodities
2024-04-12,24.431228637695312,DBA,commodities
2024-04-15,24.65219497680664,DBA,commodities
2024-04-16,24.08536720275879,DBA,commodities
2024-04-17,24.41201400756836,DBA,commodities
2024-04-18,24.911590576171875,DBA,commodities
2024-04-19,25.46881103515625,DBA,commodities
2024-04-22,25.161378860473633,DBA,commodities
2024-04-23,24.930805206298828,DBA,commodities
2024-04-24,25.49763298034668,DBA,commodities
2024-04-25,25.14216423034668,DBA,commodities
2024-04-26,25.017271041870117,DBA,commodities
2024-04-29,24.11418914794922,DBA,commodities
2024-04-30,23.67225456237793,DBA,commodities
2024-05-01,22.903675079345703,DBA,commodities
2024-05-02,22.528993606567383,DBA,commodities
2024-05-03,23.0285701751709,DBA,commodities
2024-05-06,22.846033096313477,DBA,commodities
2024-05-07,23.53775405883789,DBA,commodities
2024-05-08,23.470502853393555,DBA,commodities
2024-05-09,23.441680908203125,DBA,commodities
2024-05-10,23.70107650756836,DBA,commodities
2024-05-13,22.548206329345703,DBA,commodities
2024-05-14,22.769174575805664,DBA,commodities
2024-05-15,22.92289161682129,DBA,commodities
2024-05-16,22.577030181884766,DBA,commodities
2024-05-17,22.567420959472656,DBA,commodities
2024-05-20,22.80760383605957,DBA,commodities
2024-05-21,23.066999435424805,DBA,commodities
2024-05-22,23.16307258605957,DBA,commodities
