date,ticker,price,volume,sector,is_etf,market_cap,dividend_yield,beta
2024-01-01,MSFT,453.70351699257776,26427884,Healthcare,False,Mid,0.02029208615131675,1.618344924106228
2024-01-02,MSFT,237.08449721556448,14340929,Finance,False,Mid,0.012196354403948569,0.5851296340657366
2024-01-03,AAPL,309.6408627975894,7926098,Tech,True,Small,0.012669174395684558,1.3052379401453513
2024-01-04,AAPL,396.6207771793952,3627768,Healthcare,False,Small,0.013861110542186323,1.8764203916462086
2024-01-05,MSFT,311.5622751508495,12225284,Finance,False,Small,0.04072621882645376,1.6094040946887884
2024-01-06,AAPL,488.4052608244834,15148819,Finance,True,Small,0.0007845932903615016,1.3646485862193432
2024-01-07,AAPL,162.5210476793931,43682114,Finance,False,Mid,0.012269081654538667,1.2989766054341139
2024-01-08,MSFT,429.40852510239984,26521201,Finance,True,Mid,0.005068592631410285,1.789000927787352
2024-01-09,GOOGL,424.61257177027625,47184849,Tech,True,Small,0.0023842671605177504,1.247005352632933
2024-01-10,GOOGL,215.1480135565809,38594472,Tech,False,Small,0.04732299854401846,1.9202522134668025
2024-01-11,MSFT,121.96473145803965,20712537,Finance,False,Small,0.04918789100764936,1.646038905484734
2024-01-12,MSFT,204.98123763765506,17682874,Finance,True,Small,0.03295194127548042,1.2851552405580733
2024-01-13,GOOGL,132.00448467601552,46690921,Tech,True,Mid,0.0026234457902136023,1.831167396865843
2024-01-14,MSFT,129.84547611871687,5499435,Healthcare,True,Small,0.003925893652861901,0.8250933995016225
2024-01-15,GOOGL,104.11555844930702,7007200,Tech,True,Small,0.016182850790452074,1.1121288402697593
2024-01-16,MSFT,161.5345737578524,35425924,Healthcare,False,Mid,0.04827081884389012,1.963369305172611
2024-01-17,MSFT,353.40816638254023,49685362,Finance,False,Mid,0.006911220737714552,1.5543143475082313
2024-01-18,AAPL,102.4298322234591,1651325,Healthcare,False,Small,0.007675097049983765,1.001787051543712
2024-01-19,MSFT,292.8856930845259,1055927,Finance,False,Large,0.024871037040384694,0.844006903788302
2024-01-20,GOOGL,467.368721736262,8078286,Tech,True,Small,0.039746276846403306,1.4576476343162557
2024-01-21,GOOGL,409.247033596593,36234634,Healthcare,False,Mid,0.037847304218517876,0.5907376283589754
2024-01-22,MSFT,103.91879274714961,33554809,Finance,True,Large,0.024073384811550677,1.0522087664443593
2024-01-23,GOOGL,105.23091520233253,49422699,Healthcare,False,Mid,0.042072234538053054,0.9966866524005146
2024-01-24,AAPL,115.27616447044818,32092065,Finance,False,Large,0.012638272601095513,1.0042683228124472
2024-01-25,MSFT,139.80347036603854,22709643,Finance,True,Small,0.033797559437938614,1.199266660502748
2024-01-26,GOOGL,426.7317536266123,24494858,Tech,False,Small,0.021529660357109542,1.6298023868537923
2024-01-27,AAPL,196.33036583366942,29382540,Tech,False,Large,0.011982939025483936,1.7468833873132326
2024-01-28,GOOGL,337.98383766410336,46165010,Tech,False,Mid,0.04884853334994374,0.8796921223865402
2024-01-29,MSFT,268.4993706444906,45771723,Healthcare,False,Large,0.00578712007882552,0.6320284715752504
2024-01-30,MSFT,254.98474186854145,34282463,Finance,True,Mid,0.001122247123088116,0.6620281391156178
2024-01-31,GOOGL,266.53604943401353,5815630,Tech,True,Mid,0.04783822209536572,0.9162989963609245
2024-02-01,GOOGL,455.0280496595293,32098820,Tech,False,Small,0.004964967566242884,1.3802451762464172
2024-02-02,GOOGL,106.85839680295443,44011523,Finance,True,Small,0.040103764031250974,1.1619422777392354
2024-02-03,GOOGL,450.0497775851054,34547796,Finance,True,Mid,0.01127309300785836,0.7921064644782422
2024-02-04,GOOGL,479.6759766765434,6897840,Tech,False,Large,0.018992768555911227,1.7460625105130576
2024-02-05,GOOGL,323.34544270750223,44109122,Finance,True,Large,0.0021515124822475253,1.603087464097726
2024-02-06,GOOGL,431.50035941381316,7627821,Healthcare,False,Small,0.015639578949486848,0.8954310762782548
2024-02-07,GOOGL,407.1757815723067,28114245,Finance,False,Small,0.020817308580227303,0.8737965999920672
2024-02-08,AAPL,157.2355813218413,42870996,Tech,True,Mid,0.000979970435844807,1.2263157459873533
2024-02-09,AAPL,222.82046111813904,34742021,Finance,True,Large,0.02302677134468675,0.6051744613590997
2024-02-10,AAPL,170.86008734716538,5579122,Finance,True,Small,0.006724597869728072,1.0934214811285696
2024-02-11,MSFT,113.24541996048474,26695209,Healthcare,True,Small,0.0036470523598952868,1.8642271267935657
2024-02-12,MSFT,316.98771790072465,17805494,Tech,False,Small,0.03284582275859329,1.8977675382122965
2024-02-13,AAPL,206.37606344395795,40008075,Tech,False,Small,0.03786197775087066,1.2253709768674506
2024-02-14,AAPL,404.32098924079935,33925627,Tech,True,Mid,0.02479627934715264,1.4843439550326507
2024-02-15,GOOGL,225.47157645970924,26476273,Finance,True,Mid,0.015787975566067192,1.4919990327036985
2024-02-16,MSFT,167.9014238118786,23799779,Healthcare,True,Large,0.041457253874892776,1.7254677130017821
2024-02-17,GOOGL,473.40310542467523,13377637,Healthcare,True,Large,0.028335865359005938,0.5386352252967501
2024-02-18,GOOGL,384.1647066206812,21848396,Healthcare,True,Small,0.046900421387453,1.1102670756198634
2024-02-19,MSFT,235.33708598745844,46968528,Healthcare,False,Small,0.0027450225752855884,0.9224662592861423
