date,adj_close,symbol
2023-08-16,19.46780014038086,DBA
2023-08-17,19.4586124420166,DBA
2023-08-18,19.614795684814453,DBA
2023-08-21,19.559673309326172,DBA
2023-08-22,19.440237045288086,DBA
2023-08-23,19.642356872558594,DBA
2023-08-24,19.807727813720703,DBA
2023-08-25,19.862852096557617,DBA
2023-08-28,20.055782318115234,DBA
2023-08-29,20.028221130371094,DBA
2023-08-30,20.074159622192383,DBA
2023-08-31,19.973098754882812,DBA
2023-09-01,20.00984764099121,DBA
2023-09-05,20.13846778869629,DBA
2023-09-06,20.156843185424805,DBA
2023-09-07,20.120094299316406,DBA
2023-09-08,20.074159622192383,DBA
2023-09-11,20.221155166625977,DBA
2023-09-12,20.248716354370117,DBA
2023-09-13,20.31302833557129,DBA
2023-09-14,20.40489959716797,DBA
2023-09-15,20.524333953857422,DBA
2023-09-18,20.377336502075195,DBA
2023-09-19,20.460023880004883,DBA
2023-09-20,20.40489959716797,DBA
2023-09-21,20.120094299316406,DBA
2023-09-22,20.08334732055664,DBA
2023-09-25,19.98228645324707,DBA
2023-09-26,19.90878677368164,DBA
2023-09-27,19.85366439819336,DBA
2023-09-28,20.028221130371094,DBA
2023-09-29,19.669918060302734,DBA
2023-10-02,19.826101303100586,DBA
2023-10-03,19.633169174194336,DBA
2023-10-04,19.58723258972168,DBA
2023-10-05,19.697481155395508,DBA
2023-10-06,19.826101303100586,DBA
2023-10-09,19.816913604736328,DBA
2023-10-10,19.798540115356445,DBA
2023-10-11,19.669918060302734,DBA
2023-10-12,19.85366439819336,DBA
2023-10-13,19.94553565979004,DBA
2023-10-16,19.963911056518555,DBA
2023-10-17,20.08334732055664,DBA
2023-10-18,20.13846778869629,DBA
2023-10-19,20.184404373168945,DBA
2023-10-20,20.13846778869629,DBA
2023-10-23,20.147655487060547,DBA
2023-10-24,20.129281997680664,DBA
2023-10-25,20.03740882873535,DBA
2023-10-26,20.074159622192383,DBA
2023-10-27,20.257902145385742,DBA
2023-10-30,20.120094299316406,DBA
2023-10-31,20.221155166625977,DBA
2023-11-01,20.193592071533203,DBA
2023-11-02,20.43246078491211,DBA
2023-11-03,20.579456329345703,DBA
2023-11-06,20.634580612182617,DBA
2023-11-07,20.358963012695312,DBA
2023-11-08,20.450836181640625,DBA
2023-11-09,20.33139991760254,DBA
2023-11-10,20.248716354370117,DBA
2023-11-13,20.542709350585938,DBA
2023-11-14,20.441648483276367,DBA
2023-11-15,20.478397369384766,DBA
2023-11-16,20.322214126586914,DBA
2023-11-17,20.285465240478516,DBA
2023-11-20,20.340587615966797,DBA
2023-11-21,20.377336502075195,DBA
2023-11-22,20.276277542114258,DBA
2023-11-24,19.973098754882812,DBA
2023-11-27,19.835289001464844,DBA
2023-11-28,20.156843185424805,DBA
2023-11-29,20.285465240478516,DBA
2023-11-30,20.469209671020508,DBA
2023-12-01,20.2303409576416,DBA
2023-12-04,20.193592071533203,DBA
2023-12-05,20.221155166625977,DBA
2023-12-06,19.798540115356445,DBA
2023-12-07,19.9179744720459,DBA
2023-12-08,20.046594619750977,DBA
2023-12-11,19.94553565979004,DBA
2023-12-12,20.074159622192383,DBA
2023-12-13,19.954721450805664,DBA
2023-12-14,20.120094299316406,DBA
2023-12-15,20.17521858215332,DBA
2023-12-18,20.194433212280273,DBA
2023-12-19,20.242467880249023,DBA
2023-12-20,20.002286911010742,DBA
2023-12-21,19.973466873168945,DBA
2023-12-22,20.069538116455078,DBA
2023-12-26,20.156002044677734,DBA
2023-12-27,20.17521858215332,DBA
2023-12-28,20.22325325012207,DBA
2023-12-29,19.92542839050293,DBA
2024-01-02,19.87739372253418,DBA
2024-01-03,19.781320571899414,DBA
2024-01-04,19.906213760375977,DBA
2024-01-05,19.771713256835938,DBA
2024-01-08,19.7044620513916,DBA
2024-01-09,19.838964462280273,DBA
2024-01-10,19.800535202026367,DBA
2024-01-11,19.906213760375977,DBA
2024-01-12,19.800535202026367,DBA
2024-01-16,19.944644927978516,DBA
2024-01-17,19.800535202026367,DBA
2024-01-18,20.031108856201172,DBA
2024-01-19,20.184825897216797,DBA
2024-01-22,20.271289825439453,DBA
2024-01-23,20.501863479614258,DBA
2024-01-24,20.655580520629883,DBA
2024-01-25,20.559507369995117,DBA
2024-01-26,20.6075439453125,DBA
2024-01-29,20.511470794677734,DBA
2024-01-30,20.81890296936035,DBA
2024-01-31,20.780473709106445,DBA
2024-02-01,20.838117599487305,DBA
2024-02-02,20.84772491455078,DBA
2024-02-05,20.857332229614258,DBA
2024-02-06,20.914976119995117,DBA
2024-02-07,20.99183464050293,DBA
2024-02-08,21.193584442138672,DBA
