date,symbol,price,volume,returns,volatility
2023-01-01,SPY,99.98714612759156,3284316,0.02217899906674894,0.010098840111387957
2023-01-02,SPY,99.96370674758467,3405386,-0.033935275483182606,0.01873992886826823
2023-01-03,SPY,99.99323690758118,4679862,-0.012391340860552182,0.01645764628994049
2023-01-04,SPY,99.99372338589194,4700980,-0.02383417792665655,0.028835740890417128
2023-01-05,SPY,100.01823743049309,3295747,0.008269482885499047,0.015539230316487327
2023-01-06,SPY,100.04033438523884,3280301,0.014180016829499372,0.02984280433223087
2023-01-07,SPY,100.00822165985814,4719608,0.020650120444459172,0.01461097894351564
2023-01-08,SPY,100.01586237418788,2075894,0.009066390610463684,0.016392292374277816
2023-01-09,SPY,100.04029185267693,883166,-0.004320464649820552,0.01360970487002714
2023-01-10,SPY,100.03182060570515,2435241,0.011543279604374108,0.020189242547818807
2023-01-11,SPY,100.04501332789698,4937772,-0.021966233587971628,0.02105236212860976
2023-01-12,SPY,100.04799686320635,4971208,0.01440824731870229,0.026326854824019807
2023-01-13,SPY,100.0822643526966,612800,0.027302470888890422,0.023038673020065695
2023-01-14,SPY,100.13340687514707,4522643,0.024837295831815244,0.018783718754579196
2023-01-15,SPY,100.14913088477103,4122860,-0.0001568972789399721,0.02247349869469803
2023-01-16,SPY,100.12862289971854,2099194,-0.017996439008415722,0.015858279877064983
2023-01-17,SPY,100.10944387675593,3418421,0.01386086735730517,0.01367899172093286
2023-01-18,SPY,100.1077829677673,2288251,-0.024583007471317097,0.02587468762849686
2023-01-19,SPY,100.06051385775359,2872013,0.006248634003255755,0.018041410583643835
2023-01-20,SPY,100.07716545090805,1305874,-0.016643276960322605,0.01797447345861305
2023-01-21,SPY,100.0871952415823,3195749,0.01182956323113749,0.013662058277872289
2023-01-22,SPY,100.10045148390579,1551962,0.0020136707991158438,0.013141581982395237
2023-01-23,SPY,100.09432326567254,4045236,0.040241395915088615,0.02085855582876151
2023-01-24,SPY,100.06665251522843,3763931,0.03630993451952175,0.019098048363444434
2023-01-25,SPY,100.09972681386422,3754225,-0.014707855944663856,0.011791299958023659
2023-01-26,SPY,100.14371605454419,822802,0.008656483850035283,0.01952565614943292
2023-01-27,SPY,100.14867903578607,3293472,0.004449909140149722,0.02154575141979064
2023-01-28,SPY,100.14515180534706,4015592,0.013075856861233533,0.019564432588513987
2023-01-29,SPY,100.14628930763645,2085603,0.0017939022228138002,0.013331268157574905
2023-01-30,SPY,100.14433634561145,1423518,-0.0007334594876892691,0.012759855500481828
2023-01-31,SPY,100.10368956746102,3190319,0.040248575485432515,0.021533562550687894
2023-02-01,SPY,100.10410286516014,4291312,-0.0015409466917059912,0.0209855513248016
2023-02-02,SPY,100.09756921649596,2381082,0.008176707719709676,0.017177634542015957
2023-02-03,SPY,100.09134064716028,1302019,-0.04095289459213982,0.019060301523121513
2023-02-04,SPY,100.04929634113445,3408521,0.042642695538822856,0.012545377705176539
2023-02-05,SPY,100.07961310099796,3880788,-0.022911527688627097,0.03229946614313373
2023-02-06,SPY,100.09884976341971,2002637,0.0029283947150896,0.01998211565796977
2023-02-07,SPY,100.0924466349478,4116190,-0.004498696321200485,0.011122497929957335
2023-02-08,SPY,100.08616097890827,2561287,-0.0014954737308954665,0.012930626670213542
2023-02-09,SPY,100.08406952725619,3161180,-0.027505276486909386,0.017966657524017007
2023-02-10,SPY,100.07840603690138,1377932,-0.01323531773763204,0.011407589932013618
2023-02-11,SPY,100.0447662702956,1301470,-0.0067608538730708845,0.023261651580812455
2023-02-12,SPY,100.05229388552156,3343057,-0.00522744277773794,0.023801974647722005
2023-02-13,SPY,100.05707042476189,1157407,0.01160266467387516,0.017419813598651055
2023-02-14,SPY,100.05982457441074,4650040,0.018913646427602446,0.01160289062243576
2023-02-15,SPY,100.05306378336849,890196,-0.0017346663317749733,0.020738722619824172
2023-02-16,SPY,100.07121871142292,1792707,-0.004604157747126085,0.01695543076997956
2023-02-17,SPY,100.06554707241423,2291403,0.0045647634061498285,0.020547990680960006
2023-02-18,SPY,100.06939923096728,3026858,0.0049078212547683485,0.014588227350391671
2023-02-19,SPY,100.05327141409032,2372912,0.022465133719719362,0.011587277806823261
2023-02-20,SPY,100.05648629632837,1009792,0.010756786230069915,0.014489409788727847
2023-02-21,SPY,100.04678482723897,4089635,0.014686377789665937,0.01005913902784563
2023-02-22,SPY,100.01990229851816,2561927,-0.012021404624512975,0.04198591221148316
2023-02-23,SPY,100.00037499197809,2307006,0.013058570443848727,0.026346864544205303
2023-02-24,SPY,100.00076544450248,1938266,-0.008244505941078274,0.019189920172632005
2023-02-25,SPY,100.00164403551754,1406701,0.011335955490685,0.02297237840676869
2023-02-26,SPY,100.02504682318819,2944890,-0.016859200394964035,0.034552620887559206
2023-02-27,SPY,99.98965468804518,2387692,0.022314783927369183,0.014795848033009887
2023-02-28,SPY,100.00830409336623,2859292,-0.007490219767712144,0.011848100742010585
2023-03-01,SPY,100.01925358308297,3656729,0.008836848105020481,0.02042605956748568
2023-03-02,SPY,99.99781921020093,3135333,-0.006647811260058847,0.02708979359789481
2023-03-03,SPY,100.02062747855788,4725023,0.01909648257031525,0.011185187107546398
2023-03-04,SPY,100.05212198161675,2959356,-0.0040590587085094455,0.012966484655971841
2023-03-05,SPY,100.07161338637829,1381667,-0.02805559507075345,0.012549353854171687
2023-03-06,SPY,100.054788218212,4074031,-0.016378207751469472,0.021627789385288074
2023-03-07,SPY,100.08383902557725,2128793,0.022827349871352633,0.01798685090919094
2023-03-08,SPY,100.06788657748656,2290090,-0.011066121611854596,0.01156395073841015
2023-03-09,SPY,100.10440820442443,1458711,0.005922887797988658,0.02322607103354226
2023-03-10,SPY,100.13340977692714,3090396,0.008827856242029848,0.010286657255111784
2023-03-11,SPY,100.1684850392263,1781961,0.00375908136805132,0.014761818940602415
2023-03-12,SPY,100.14619796511829,3592215,-0.01897411438753927,0.026283821626937265
2023-03-13,SPY,100.14387028652789,3950353,-0.038277632711636304,0.016515513915126838
2023-03-14,SPY,100.15161416625263,900940,-0.023987760958667507,0.010248173740285409
2023-03-15,SPY,100.1142481692113,1005428,0.028216386713204766,0.010523080982828567
2023-03-16,SPY,100.11813523290485,2101704,0.021384705730703165,0.015844879981222176
2023-03-17,SPY,100.1447015371659,2575198,-0.028265177609317987,0.015988496384460413
2023-03-18,SPY,100.1404868503248,3777726,0.01729598246654136,0.011476633798808753
2023-03-19,SPY,100.1152205555774,1911462,0.013995321803479217,0.011682466353259377
2023-03-20,SPY,100.06955847341312,4581556,-0.007526999914012221,0.01112517651894345
2023-03-21,SPY,100.09620730396257,3127563,-0.014377255246967511,0.01000952591340523
2023-03-22,SPY,100.11127202591122,912547,0.0006682295098628074,0.016058884263944993
2023-03-23,SPY,100.10475012932527,4756880,-0.01640581277054369,0.01599867259548299
2023-03-24,SPY,100.09054171870977,4365313,-0.032245762261570644,0.0315185729741854
2023-03-25,SPY,100.04690999309966,2743952,-0.004643215936837595,0.01605691266330242
2023-03-26,SPY,100.04938538875695,1344260,0.014566146599705333,0.01728988113635725
2023-03-27,SPY,100.04498771450073,4341302,-0.0020992218229165947,0.014787471765935107
2023-03-28,SPY,100.06617199634566,4657245,-0.0169704329288384,0.022892172416063124
